Year,Erreichter Schulabschluss,Besuchte Schule,Nationalität,Units,Value
2020,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,41
2020,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1269
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,32
2020,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,487
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1877
2019,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,40544
2019,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2019,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,88
2019,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2019,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3367
2019,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,155
2019,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,29580
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,744
2019,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,2821
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,11156
2019,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,2037
2019,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2019,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,2
2019,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2019,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,338
2019,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,29
2019,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1073
2019,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,23
2019,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,374
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1764
2018,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,41723
2018,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2018,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,102
2018,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2018,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3647
2018,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,137
2018,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,30491
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,700
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,2815
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,11472
2018,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1810
2018,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2018,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,5
2018,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2018,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,246
2018,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,10
2018,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1051
2018,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,23
2018,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,287
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1471
2017,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,44137
2017,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2017,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,107
2017,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2017,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,4655
2017,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,104
2017,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,31093
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,811
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,2981
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,12269
2017,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1754
2017,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2017,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,3
2017,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2017,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,257
2017,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,6
2017,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1009
2017,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,32
2017,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,267
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1163
2016,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,43608
2016,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2016,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,96
2016,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2016,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,4733
2016,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,110
2016,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,30497
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,729
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3029
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,10978
2016,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1522
2016,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2016,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,3
2016,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2016,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,245
2016,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,2
2016,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,837
2016,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,18
2016,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,255
2016,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,839
2015,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,46285
2015,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2015,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,105
2015,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2015,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,5226
2015,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,82
2015,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,31960
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,933
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3359
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,11060
2015,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1633
2015,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2015,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,3
2015,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2015,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,270
2015,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2015,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,917
2015,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,26
2015,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,264
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,733
2014,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,47174
2014,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2014,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,81
2014,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2014,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,5598
2014,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,116
2014,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,32674
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,530
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3275
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,12874
2014,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1505
2014,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2014,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1
2014,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2014,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,228
2014,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,4
2014,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,873
2014,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,12
2014,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,243
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,748
2013,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,46363
2013,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2013,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,73
2013,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2013,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,5513
2013,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,162
2013,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,32321
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3307
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,11315
2013,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1476
2013,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2013,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,2
2013,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2013,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,236
2013,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,8
2013,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,832
2013,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2013,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,222
2013,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,628
2012,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,46801
2012,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2012,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,79
2012,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2012,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,6134
2012,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,171
2012,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,31944
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3581
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,12574
2012,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1534
2012,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2012,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2012,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2012,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,244
2012,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,5
2012,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,871
2012,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2012,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,258
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,700
2011,Insgesamt,Berufsschule (Teilzeit),Deutsche,Anzahl,47399
2011,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2011,Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,89
2011,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2011,Realschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,6371
2011,Hauptschulabschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,449
2011,Erfolgreicher Besuch,Berufsschule (Teilzeit),Deutsche,Anzahl,32624
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Deutsche,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Deutsche,Anzahl,3198
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Deutsche,Anzahl,12273
2011,Insgesamt,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,1497
2011,Allgemeine Hochschulreife¹⁾,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2011,Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,7
2011,Schulischer Teil der Fachhochschulreife,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2011,Realschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,227
2011,Hauptschulabschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,23
2011,Erfolgreicher Besuch,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,921
2011,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,0
2011,Ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,191
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),Ausländerinnen und Ausländer,Anzahl,651
2022,Insgesamt,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Allgemeine Hochschulreife¹⁾,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Realschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Hauptschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Erfolgreicher Besuch,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2022,Insgesamt,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Allgemeine Hochschulreife¹⁾,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Fachhochschulreife,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Realschulabschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Hauptschulabschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Erfolgreicher Besuch,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2022,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Insgesamt,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Allgemeine Hochschulreife¹⁾,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Realschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Hauptschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Erfolgreicher Besuch,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2021,Insgesamt,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Allgemeine Hochschulreife¹⁾,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Fachhochschulreife,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Realschulabschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Hauptschulabschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Erfolgreicher Besuch,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2021,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,0
2020,Insgesamt,Berufseinstiegsklasse2),Deutsche,Anzahl,2359
2020,Allgemeine Hochschulreife¹⁾,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Realschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Hauptschulabschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Erfolgreicher Besuch,Berufseinstiegsklasse2),Deutsche,Anzahl,188
2020,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufseinstiegsklasse2),Deutsche,Anzahl,0
2020,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse2),Deutsche,Anzahl,664
2020,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse2),Deutsche,Anzahl,358
2020,Insgesamt,Berufseinstiegsklasse2),Ausländerinnen und Ausländer,Anzahl,1495
