Year,Fächergruppe,Nationalität,Geschlecht,Units,Value
2015,"Sport",Deutsche,Männer,%,1.32038102423842
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,28.4447797793077
2015,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,17.5139111572197
2015,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,2.92370083938508
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.41356219937753
2015,"Ingenieurwissenschaften",Deutsche,Männer,%,35.4899556729228
2015,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.67848722059794
2015,"Fächerguppen zusammen",Deutsche,Männer,%,100
2016,"Geisteswissenschaften",Deutsche,Männer,%,5.56146629267821
2016,"Sport",Deutsche,Männer,%,1.4218009478673
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,31.1538833542896
2016,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.13047683528388
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.1144211238998
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.42605667859561
2016,"Ingenieurwissenschaften",Deutsche,Männer,%,41.599767869233
2016,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.59212689815263
2016,"Fächerguppen zusammen",Deutsche,Männer,%,100
2017,"Geisteswissenschaften",Deutsche,Männer,%,5.32823079187518
2017,"Sport",Deutsche,Männer,%,1.29526052399176
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.6268275929742
2017,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.00794818957904
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.15965067216171
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.65204592287312
2017,"Ingenieurwissenschaften",Deutsche,Männer,%,40.1138259248356
2017,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.81621038170935
2017,"Fächerguppen zusammen",Deutsche,Männer,%,100
2018,"Geisteswissenschaften",Deutsche,Männer,%,5.23629489603025
2018,"Sport",Deutsche,Männer,%,1.23818525519849
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.4102079395085
2018,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.62192816635161
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.30812854442344
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.84120982986767
2018,"Ingenieurwissenschaften",Deutsche,Männer,%,39.8960302457467
2018,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.44801512287335
2018,"Fächerguppen zusammen",Deutsche,Männer,%,100
2019,"Geisteswissenschaften",Deutsche,Männer,%,5.59433872047432
2019,"Sport",Deutsche,Männer,%,1.12843071626662
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,32.5332313282968
2019,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.43865353351822
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.22272162188008
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.63259060916133
2019,"Ingenieurwissenschaften",Deutsche,Männer,%,39.6576455962513
2019,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.79238787415129
2019,"Fächerguppen zusammen",Deutsche,Männer,%,100
2020,"Geisteswissenschaften",Deutsche,Männer,%,5.52815454171804
2020,"Sport",Deutsche,Männer,%,1.24332100287711
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,33.3230579531443
2020,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,9.41224825318537
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,3.27784628031237
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,5.66173448417591
2020,"Ingenieurwissenschaften",Deutsche,Männer,%,38.7279079325935
2020,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,2.82572955199342
2020,"Fächerguppen zusammen",Deutsche,Männer,%,100
2021,"Geisteswissenschaften",Deutsche,Männer,%,2.07639171068671
2021,"Sport",Deutsche,Männer,%,0.455099553027225
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,14.3356359203576
2021,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,3.66517675741569
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,1.43843965867534
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,2.21861032100772
2021,"Ingenieurwissenschaften",Deutsche,Männer,%,16.3510767980496
2021,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,0.950832994717594
2021,"Fächerguppen zusammen",Deutsche,Männer,%,100
2022,"Geisteswissenschaften",Deutsche,Männer,%,2.25070736517191
2022,"Sport",Deutsche,Männer,%,0.445854411386436
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Männer,%,13.9543856640658
2022,"Mathematik, Naturwissenschaften",Deutsche,Männer,%,3.65686358569836
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Männer,%,1.60336105633199
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Männer,%,2.24213324187602
2022,"Ingenieurwissenschaften",Deutsche,Männer,%,16.0207493783761
2022,"Kunst, Kunstwissenschaften",Deutsche,Männer,%,1.12321015176198
2022,"Fächerguppen zusammen",Deutsche,Männer,%,100
2013,"Geisteswissenschaften",Deutsche,Frauen,%,25.2855793180452
2013,"Sport",Deutsche,Frauen,%,1.27115004723868
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,35.8412780211286
2013,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,10.1520226745684
2013,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.12015803487074
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.14472215064846
2013,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.1986601391394
2013,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.98642961436056
2013,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2014,"Geisteswissenschaften",Deutsche,Frauen,%,23.7223016440315
2014,"Sport",Deutsche,Frauen,%,1.38491779842745
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,35.1233023588277
2014,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,12.723373838456
2014,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.72873481057899
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.08398856325947
2014,"Ingenieurwissenschaften",Deutsche,Frauen,%,8.67583988563259
2014,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.55754110078628
2014,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2015,"Geisteswissenschaften",Deutsche,Frauen,%,23.0756087142247
2015,"Sport",Deutsche,Frauen,%,1.21315677061085
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,36.8218709953012
2015,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,11.6787697565143
2015,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.7402819307988
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.27125160187954
2015,"Ingenieurwissenschaften",Deutsche,Frauen,%,8.76548483554037
2015,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.43357539513029
2015,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2016,"Geisteswissenschaften",Deutsche,Frauen,%,15.4115736387725
2016,"Sport",Deutsche,Frauen,%,0.982989999145226
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.6107359603385
2016,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,9.9923070347893
2016,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.18018634071288
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.2141208650312
2016,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.25720147021113
2016,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,5.35088469099923
2016,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2017,"Geisteswissenschaften",Deutsche,Frauen,%,14.9772821148286
2017,"Sport",Deutsche,Frauen,%,0.950020652622883
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,46.7327550598926
2017,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,9.69847170590665
2017,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.12061131763734
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.28707145807518
2017,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.31020239570426
2017,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.92358529533251
2017,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2018,"Geisteswissenschaften",Deutsche,Frauen,%,15.0543836519446
2018,"Sport",Deutsche,Frauen,%,1.02175346077785
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,47.313777191826
2018,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,9.97857613711272
2018,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.03394858272907
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.10876730388925
2018,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.0062623599209
2018,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.4825313117996
2018,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2019,"Geisteswissenschaften",Deutsche,Frauen,%,14.3204263991221
2019,"Sport",Deutsche,Frauen,%,0.95626273710613
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,46.8255212415739
2019,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,10.1661702461201
2019,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,8.05768929299263
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,5.58865025866123
2019,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.4607305220254
2019,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.6245493023985
2019,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2020,"Geisteswissenschaften",Deutsche,Frauen,%,14.3923583239685
2020,"Sport",Deutsche,Frauen,%,0.931128592069353
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,45.9463798362498
2020,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,10.1139829828223
2020,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,7.82629635575534
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,6.78279017498796
2020,"Ingenieurwissenschaften",Deutsche,Frauen,%,9.56814898057473
2020,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,4.438914753572
2020,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2021,"Geisteswissenschaften",Deutsche,Frauen,%,7.338480292564
2021,"Sport",Deutsche,Frauen,%,0.528240552620886
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,24.7135310849248
2021,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,5.16456724908574
2021,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,4.68915075172694
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,2.76716781796018
2021,"Ingenieurwissenschaften",Deutsche,Frauen,%,5.56684274685087
2021,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,2.27143437626981
2021,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2022,"Geisteswissenschaften",Deutsche,Frauen,%,7.62239561004887
2022,"Sport",Deutsche,Frauen,%,0.445854411386436
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Deutsche,Frauen,%,24.7406327702992
2022,"Mathematik, Naturwissenschaften",Deutsche,Frauen,%,5.2645117036783
2022,"Humanmedizin, Gesundheitswissenschaften",Deutsche,Frauen,%,4.37280288090543
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Deutsche,Frauen,%,2.63225585183915
2022,"Ingenieurwissenschaften",Deutsche,Frauen,%,5.11446454600017
2022,"Kunst, Kunstwissenschaften",Deutsche,Frauen,%,2.44791220097745
2022,"Fächerguppen zusammen",Deutsche,Frauen,%,100
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,11.2687813021703
2013,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.250417362270451
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,24.7078464106845
2013,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,10.5175292153589
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.09181969949917
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.75459098497496
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,36.3939899833055
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,9.01502504173623
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.92514395393474
2014,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.383877159309021
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,25.7197696737044
2014,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,12.6679462571977
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.85412667946257
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,1.43953934740883
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,36.9481765834933
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.06142034548944
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,9.73025048169557
2015,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.192678227360308
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,23.7957610789981
2015,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,11.3680154142582
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.91329479768786
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.02312138728324
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,37.0905587668593
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,10.8863198458574
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.93950850661626
2016,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.283553875236295
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,27.1266540642722
2016,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.93950850661626
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.72589792060491
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.26843100189036
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,42.4385633270321
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.27788279773157
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.76119402985075
2017,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.199004975124378
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,25.3731343283582
2017,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.56218905472637
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.47761194029851
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.98507462686567
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,43.0845771144279
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.55721393034826
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.50860420650096
2018,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,28.2982791586998
2018,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.36137667304015
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.44933078393882
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.29445506692161
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,42.5430210325048
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,5.54493307839388
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.51091703056769
2019,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.524017467248908
2019,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,24.9781659388646
2019,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.4235807860262
2019,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.89082969432314
2019,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,2.62008733624454
2019,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,45.4148471615721
2019,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,6.63755458515284
2019,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2020,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,6.47482014388489
2020,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,0.399680255795364
2020,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,22.2222222222222
2020,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,8.71302957633893
2020,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,4.15667466027178
2020,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,4.31654676258993
2020,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,46.5227817745803
2020,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,7.19424460431655
2020,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2021,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.386021942299878
2021,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,1.21901665989435E-02
2021,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,1.19869971556278
2021,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.49573344169037
2021,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.251930109711499
2021,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,0.138155221454693
2021,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,2.6899634295002
2021,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.296627387240959
2021,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2022,"Geisteswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.321529623595987
2022,"Sport",Ausländerinnen und Ausländer,Insgesamt,%,
2022,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,1.30326674097574
2022,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.523021521049473
2022,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.291520192060362
2022,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Insgesamt,%,0.162908342621967
2022,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,2.97950784532282
2022,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Insgesamt,%,0.480150904570008
2022,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Insgesamt,%,100
2013,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,2.69784172661871
2013,"Sport",Ausländerinnen und Ausländer,Männer,%,0.179856115107914
2013,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,16.9064748201439
2013,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.410071942446
2013,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,5.93525179856115
2013,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.97841726618705
2013,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,54.136690647482
2013,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.75539568345324
2013,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2014,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.38345864661654
2014,"Sport",Ausländerinnen und Ausländer,Männer,%,0.56390977443609
2014,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,17.6691729323308
2014,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.781954887218
2014,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.51127819548872
2014,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.31578947368421
2014,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,54.3233082706767
2014,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.45112781954887
2014,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2015,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.13385826771654
2015,"Sport",Ausländerinnen und Ausländer,Männer,%,0
2015,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,14.3700787401575
2015,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,12.7952755905512
2015,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.54330708661417
2015,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.18110236220472
2015,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,56.6929133858268
2015,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,7.28346456692913
2015,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2016,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,5.52268244575937
2016,"Sport",Ausländerinnen und Ausländer,Männer,%,0.19723865877712
2016,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,16.1735700197239
2016,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.31163708086785
2016,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.74753451676529
2016,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.18343195266272
2016,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.9467455621302
2016,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,5.91715976331361
2016,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2017,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.58333333333333
2017,"Sport",Ausländerinnen und Ausländer,Männer,%,0.416666666666667
2017,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,13.75
2017,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,7.91666666666667
2017,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,3.75
2017,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,1.875
2017,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.8333333333333
2017,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,6.875
2017,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2018,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.11522633744856
2018,"Sport",Ausländerinnen und Ausländer,Männer,%,0
2018,"Rechts-, Wirtschafts-, Sozialwissenschaften",Ausländerinnen und Ausländer,Männer,%,17.6954732510288
2018,"Mathematik, Naturwissenschaften",Ausländerinnen und Ausländer,Männer,%,8.23045267489712
2018,"Humanmedizin, Gesundheitswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.52674897119342
2018,"Agrar-, Forst-, Ernährungswissenschaften, Veterinärmedizin",Ausländerinnen und Ausländer,Männer,%,2.26337448559671
2018,"Ingenieurwissenschaften",Ausländerinnen und Ausländer,Männer,%,60.082304526749
2018,"Kunst, Kunstwissenschaften",Ausländerinnen und Ausländer,Männer,%,3.08641975308642
2018,"Fächerguppen zusammen",Ausländerinnen und Ausländer,Männer,%,100
2019,"Geisteswissenschaften",Ausländerinnen und Ausländer,Männer,%,4.12926391382406
2019,"Sport",Ausländerinnen und Ausländer,Männer,%,0.359066427289048
